City,Product,Min Price,Max Price,Common Price
Caloocan City,RON 100,#N/A,#N/A,#N/A
Caloocan City,RON 97,60.10,72.55,#N/A
Caloocan City,RON 95,55.00,66.25,65.10
Caloocan City,RON 91,54.00,64.45,62.65
Caloocan City,DIESEL,49.85,56.40,55.55
Caloocan City,DIESEL PLUS,53.65,61.35,#N/A
Caloocan City,KEROSENE,66.80,68.62,#N/A
Quezon City,RON 100,65.60,65.96,65.96
Quezon City,RON 97,57.70,71.65,#N/A
Quezon City,RON 95,55.45,67.15,62.60
Quezon City,RON 91,54.75,67.45,57.65
Quezon City,DIESEL,50.10,59.65,51.85
Quezon City,DIESEL PLUS,53.55,61.85,53.85
Quezon City,KEROSENE,67.64,74.37,#N/A
Manila,RON 100,65.88,65.95,65.88
Manila,RON 97,61.15,75.00,#N/A
Manila,RON 95,58.40,70.20,#N/A
Manila,RON 91,55.85,66.35,59.85
Manila,DIESEL,50.60,59.85,54.25
Manila,DIESEL PLUS,55.90,64.75,#N/A
Manila,KEROSENE,66.15,70.80,#N/A
Pasig City,RON 100,65.95,72.95,#N/A
Pasig City,RON 97,58.70,73.80,#N/A
Pasig City,RON 95,58.70,69.00,65.00
Pasig City,RON 91,58.20,65.49,64.00
Pasig City,DIESEL,51.70,59.35,54.05
Pasig City,DIESEL PLUS,56.05,63.43,62.85
Pasig City,KEROSENE,67.53,68.55,#N/A
Taguig Cty,RON 100,67.05,67.85,67.05
Taguig Cty,RON 97,65.05,76.80,71.45
Taguig Cty,RON 95,62.20,72.30,64.05
Taguig Cty,RON 91,61.40,67.80,62.55
Taguig Cty,DIESEL,54.10,60.20,57.50
Taguig Cty,DIESEL PLUS,58.00,67.60,58.00
Taguig Cty,KEROSENE,75.74,78.05,#N/A
