City,Product,Min Price,Max Price,Common Price
Caloocan City,RON 100,#N/A,#N/A,#N/A
Caloocan City,RON 97,64.00,76.75,#N/A
Caloocan City,RON 95,59.00,69.60,65.69
Caloocan City,RON 91,58.00,68.00,64.69
Caloocan City,DIESEL,58.00,65.54,60.80
Caloocan City,DIESEL PLUS,62.80,71.40,62.80
Caloocan City,KEROSENE,74.00,75.22,#N/A
Quezon City,RON 100,68.45,69.35,69.35
Quezon City,RON 97,62.10,76.90,#N/A
Quezon City,RON 95,59.40,69.95,62.50
Quezon City,RON 91,58.75,68.25,61.50
Quezon City,DIESEL,57.50,65.85,59.70
Quezon City,DIESEL PLUS,61.70,70.35,61.70
Quezon City,KEROSENE,74.84,81.57,#N/A
Manila,RON 100,65.25,76.37,#N/A
Manila,RON 97,63.64,77.11,#N/A
Manila,RON 95,61.60,69.55,68.35
Manila,RON 91,60.50,68.45,67.35
Manila,DIESEL,56.90,66.05,64.45
Manila,DIESEL PLUS,62.35,71.66,69.05
Manila,KEROSENE,74.06,79.80,#N/A
Pasig City,RON 100,67.35,74.00,#N/A
Pasig City,RON 97,60.70,75.40,75.40
Pasig City,RON 95,62.05,70.00,66.35
Pasig City,RON 91,59.70,69.00,65.35
Pasig City,DIESEL,57.90,67.25,63.10
Pasig City,DIESEL PLUS,64.85,69.50,#N/A
Pasig City,KEROSENE,74.73,76.50,#N/A
Taguig Cty,RON 100,69.10,69.10,69.10
Taguig Cty,RON 97,68.15,75.85,75.85
Taguig Cty,RON 95,64.10,71.35,65.10
Taguig Cty,RON 91,63.10,69.75,64.10
Taguig Cty,DIESEL,61.00,68.40,61.90
Taguig Cty,DIESEL PLUS,63.90,72.90,63.90
Taguig Cty,KEROSENE,82.94,84.15,#N/A
