City,Product,Min Price,Max Price,Common Price
Caloocan City,RON 100,#N/A,#N/A,#N/A
Caloocan City,RON 97,58.20,71.45,71.45
Caloocan City,RON 95,53.00,67.10,60.30
Caloocan City,RON 91,52.00,62.30,58.80
Caloocan City,DIESEL,48.00,55.37,54.65
Caloocan City,DIESEL PLUS,53.30,60.85,#N/A
Caloocan City,KEROSENE,64.59,66.62,#N/A
Quezon City,RON 100,65.01,66.26,#N/A
Quezon City,RON 97,56.85,71.95,#N/A
Quezon City,RON 95,54.20,67.45,61.20
Quezon City,RON 91,53.50,63.63,59.40
Quezon City,DIESEL,47.85,57.65,51.30
Quezon City,DIESEL PLUS,53.30,66.25,#N/A
Quezon City,KEROSENE,66.24,72.95,#N/A
Manila,RON 100,65.13,66.18,66.18
Manila,RON 97,58.59,75.30,#N/A
Manila,RON 95,55.75,69.96,61.15
Manila,RON 91,55.25,64.94,60.15
Manila,DIESEL,47.75,56.44,54.55
Manila,DIESEL PLUS,52.85,65.05,#N/A
Manila,KEROSENE,65.46,69.30,#N/A
Pasig City,RON 100,65.02,66.25,#N/A
Pasig City,RON 97,58.65,74.14,#N/A
Pasig City,RON 95,56.70,69.30,59.70
Pasig City,RON 91,56.20,64.43,61.45
Pasig City,DIESEL,49.30,58.65,54.85
Pasig City,DIESEL PLUS,55.35,63.73,56.85
Pasig City,KEROSENE,66.08,66.30,#N/A
Taguig Cty,RON 100,67.35,67.85,67.35
Taguig Cty,RON 97,63.00,77.10,77.10
Taguig Cty,RON 95,61.15,72.60,64.35
Taguig Cty,RON 91,60.75,66.39,62.85
Taguig Cty,DIESEL,52.60,58.78,#N/A
Taguig Cty,DIESEL PLUS,55.30,67.90,55.30
Taguig Cty,KEROSENE,74.34,77.20,#N/A
