City,Product,Min Price,Max Price,Common Price
Cities,NATIONAL CAPITAL REGION,#N/A,#N/A,#N/A
Caloocan City,RON 100,#N/A,#N/A,#N/A
Caloocan City,RON 97,66.35,77.55,#N/A
Caloocan City,RON 95,60.00,72.60,69.50
Caloocan City,RON 91,59.00,71.60,71.60
Caloocan City,DIESEL,60.00,69.10,67.54
Caloocan City,DIESEL PLUS,65.90,74.14,#N/A
Caloocan City,KEROSENE,74.95,76.17,#N/A
Quezon City,RON 100,69.25,73.00,72.85
Quezon City,RON 97,64.55,77.85,77.70
Quezon City,RON 95,63.30,72.35,65.35
Quezon City,RON 91,61.30,71.35,64.35
Quezon City,DIESEL,59.85,67.85,62.45
Quezon City,DIESEL PLUS,65.40,73.35,#N/A
Quezon City,KEROSENE,75.79,82.52,#N/A
Manila,RON 100,69.90,77.17,#N/A
Manila,RON 97,64.30,77.91,#N/A
Manila,RON 95,62.05,71.30,69.15
Manila,RON 91,61.05,69.25,68.15
Manila,DIESEL,61.55,68.05,66.45
Manila,DIESEL PLUS,64.10,74.80,#N/A
Manila,KEROSENE,75.01,80.75,#N/A
Pasig City,RON 100,73.20,74.80,73.20
Pasig City,RON 97,65.30,78.95,#N/A
Pasig City,RON 95,64.15,73.75,68.15
Pasig City,RON 91,63.65,72.75,67.75
Pasig City,DIESEL,62.60,69.25,65.65
Pasig City,DIESEL PLUS,67.65,74.85,74.85
Pasig City,KEROSENE,75.68,78.80,#N/A
Taguig Cty,RON 100,75.25,75.25,75.25
Taguig Cty,RON 97,66.65,81.35,80.55
Taguig Cty,RON 95,67.41,72.15,71.25
Taguig Cty,RON 91,65.25,71.49,70.25
Taguig Cty,DIESEL,65.25,70.40,70.30
Taguig Cty,DIESEL PLUS,72.30,76.00,72.30
Taguig Cty,KEROSENE,83.89,85.10,#N/A
