Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),56.30,77.40,71.35
Gasoline (RON95),55.30,75.35,67.75
Gasoline (RON91),54.80,74.35,64.25
Diesel,53.60,66.35,61.95
Diesel Plus,57.20,79.50,69.85
Kerosene,71.40,84.80,74.16
