Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),59.15,79.65,75.7
Gasoline (RON95),55.0,75.15,67.07
Gasoline (RON91),54.0,68.29,62.65
Diesel,49.95,61.63,55.79
Diesel Plus,54.7,71.55,67.72
Kerosene,67.79,80.1,#N/A
