Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),58.25,76.8,76.8
Gasoline (RON95),55.55,72.3,64.45
Gasoline (RON91),55.0,70.7,61.99
Diesel,50.7,61.8,56.58
Diesel Plus,56.15,69.2,60.17
Kerosene,66.2,77.45,68.12
