Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),59.75,86.40,72.4
Gasoline (RON95),57.94,76.80,69.4
Gasoline (RON91),57.25,75.80,63.6
Diesel,57.40,69.70,65.3
Diesel Plus,62.85,82.85,67.4
Kerosene,74.00,87.14,76.41
