Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),59.0,76.05,70.72
Gasoline (RON95),56.0,71.55,65.39
Gasoline (RON91),55.0,69.95,63.74
Diesel,53.3,65.95,59.77
Diesel Plus,58.55,70.45,63.12
Kerosene,69.45,79.6,#N/A
