Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),57.10,85.70,71.7
Gasoline (RON95),56.10,76.10,68.7
Gasoline (RON91),55.00,75.10,62.9
Diesel,54.25,66.70,62.3
Diesel Plus,59.85,79.85,64.4
Kerosene,72.00,84.60,74.11
