Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),56.85,75.4,75.4
Gasoline (RON95),54.15,70.9,63.04
Gasoline (RON91),53.65,69.3,60.99
Diesel,50.45,64.19,56.22
Diesel Plus,55.65,68.7,59.65
Kerosene,66.2,77.25,#N/A
