Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),56.7,75.75,70.25
Gasoline (RON95),53.0,71.25,61.62
Gasoline (RON91),51.25,65.5,59.98
Diesel,47.55,59.5,53.54
Diesel Plus,53.15,66.9,57.53
Kerosene,64.54,77.15,#N/A
