Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),60.4,77.11,75.85
Gasoline (RON95),57.0,71.35,65.98
Gasoline (RON91),56.0,69.75,64.8
Diesel,54.4,66.2,59.92
Diesel Plus,59.5,70.7,63.27
Kerosene,71.5,81.65,#N/A
