Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),54.8,77.4,67.95
Gasoline (RON95),53.8,76.25,63.99
Gasoline (RON91),53.3,75.25,63.53
Diesel,52.25,66.85,59.57
Diesel Plus,57.3,75.44,65.15
Kerosene,71.85,82.1,#N/A
