Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),59.4,76.45,70.68
Gasoline (RON95),56.0,71.95,64.66
Gasoline (RON91),55.0,70.35,63.79
Diesel,54.1,67.45,60.11
Diesel Plus,60.05,71.95,63.09
Kerosene,70.7,80.85,#N/A
