Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),60.7,77.11,75.62
Gasoline (RON95),59.0,71.35,65.6
Gasoline (RON91),58.0,69.75,64.6
Diesel,56.9,68.4,61.99
Diesel Plus,61.7,72.9,64.36
Kerosene,74.0,84.15,#N/A
