Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),61.25,81.75,76.07
Gasoline (RON95),56.65,77.25,67.45
Gasoline (RON91),56.19,69.45,64.65
Diesel,53.2,64.95,60.3
Diesel Plus,58.45,75.05,64.43
Kerosene,71.04,83.35,#N/A
