Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),57.7,76.25,70.47
Gasoline (RON95),54.1,71.75,63.91
Gasoline (RON91),54.0,70.15,62.28
Diesel,51.85,65.5,57.53
Diesel Plus,57.05,70.0,61.44
Kerosene,68.1,78.75,#N/A
