Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),56.85,77.1,74.28
Gasoline (RON95),53.0,72.6,61.34
Gasoline (RON91),52.0,66.39,60.53
Diesel,47.75,58.78,53.84
Diesel Plus,52.85,67.9,56.08
Kerosene,64.59,77.2,#N/A
