Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),57.05,76.6,71.18
Gasoline (RON95),53.5,72.1,60.87
Gasoline (RON91),53.0,65.7,59.83
Diesel,47.5,59.0,53.35
Diesel Plus,50.93,68.25,59.68
Kerosene,65.14,77.55,#N/A
