Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),63.25,85.55,79.87
Gasoline (RON95),60.8,81.05,71.34
Gasoline (RON91),60.0,73.15,67.5
Diesel,58.95,70.9,65.62
Diesel Plus,65.15,81.45,70.83
Kerosene,78.81,90.1,#N/A
