Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),56.3,77.7,72.32
Gasoline (RON95),55.3,75.65,65.08
Gasoline (RON91),54.8,74.65,63.94
Diesel,52.7,66.05,59.76
Diesel Plus,57.2,79.5,63.39
Kerosene,71.4,84.4,#N/A
