Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),63.05,86.05,77.95
Gasoline (RON95),59.45,79.95,71.85
Gasoline (RON91),59.00,78.95,68.7
Diesel,58.95,72.00,66.25
Diesel Plus,63.95,82.10,74.3
Kerosene,75.56,89.29,78.33
