Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),58.70,85.45,72.45
Gasoline (RON95),57.70,75.85,68.25
Gasoline (RON91),57.10,74.85,62.65
Diesel,57.80,70.75,66.35
Diesel Plus,63.90,83.90,75.8
Kerosene,59.40,88.14,77.41
