Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),61.15,79.7,74.35
Gasoline (RON95),57.6,75.2,67.06
Gasoline (RON91),57.0,71.09,65.54
Diesel,52.29,63.1,57.11
Diesel Plus,55.55,70.5,61.6
Kerosene,68.4,79.45,#N/A
