Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),60.70,86.85,73.85
Gasoline (RON95),58.35,77.25,69.85
Gasoline (RON91),57.65,76.25,64.05
Diesel,58.25,70.90,66.4
Diesel Plus,63.95,83.95,75.85
Kerosene,75.85,88.19,77.46
