Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),60.70,86.40,73.4
Gasoline (RON95),58.35,76.80,65.55
Gasoline (RON91),57.65,75.80,63.6
Diesel,59.00,72.05,67.65
Diesel Plus,65.20,85.20,69.75
Kerosene,76.25,89.39,78.66
