Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),64.6,82.65,80.42
Gasoline (RON95),61.0,73.45,70.14
Gasoline (RON91),60.0,71.85,68.01
Diesel,59.65,71.4,67.48
Diesel Plus,65.35,78.8,70.0
Kerosene,75.15,86.45,#N/A
