Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),57.05,77.3,72.99
Gasoline (RON95),53.0,72.8,63.44
Gasoline (RON91),52.0,66.59,60.27
Diesel,47.85,59.7,54.05
Diesel Plus,51.63,68.95,60.38
Kerosene,65.6,78.4,#N/A
