Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),61.75,78.55,76.32
Gasoline (RON95),57.0,72.76,65.65
Gasoline (RON91),56.0,69.95,65.26
Diesel,57.6,68.15,65.24
Diesel Plus,63.65,73.75,68.77
Kerosene,72.55,82.7,#N/A
