Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),60.85,79.4,69.85
Gasoline (RON95),57.6,74.9,67.06
Gasoline (RON91),56.8,71.5,65.24
Diesel,51.95,63.5,57.93
Diesel Plus,56.25,70.9,61.87
Kerosene,68.3,79.35,68.96
