Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),64.15,85.25,79.57
Gasoline (RON95),60.0,80.75,69.29
Gasoline (RON91),59.0,72.85,66.39
Diesel,58.95,70.2,64.69
Diesel Plus,64.45,80.75,70.13
Kerosene,77.24,89.3,#N/A
