Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),57.7,76.8,71.45
Gasoline (RON95),55.0,72.3,64.19
Gasoline (RON91),54.0,67.8,61.34
Diesel,49.85,60.2,54.64
Diesel Plus,53.55,67.6,58.23
Kerosene,66.15,78.05,#N/A
