Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),56.0,76.25,70.75
Gasoline (RON95),53.0,71.75,61.76
Gasoline (RON91),52.0,65.99,60.48
Diesel,46.75,57.48,53.3
Diesel Plus,51.75,66.6,59.42
Kerosene,63.59,76.2,#N/A
