Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),61.3,76.75,71.43
Gasoline (RON95),57.0,72.25,66.75
Gasoline (RON91),56.0,70.65,64.77
Diesel,55.0,67.25,60.95
Diesel Plus,60.55,71.75,61.65
Kerosene,70.89,81.4,#N/A
