Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),63.25,87.95,80.86
Gasoline (RON95),61.00,81.85,67.8
Gasoline (RON91),60.00,80.85,68.1
Diesel,59.65,74.10,64.35
Diesel Plus,66.35,84.20,76.4
Kerosene,78.55,91.09,80.16
