Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),56.3,76.4,70.72
Gasoline (RON95),53.5,71.9,65.0
Gasoline (RON91),53.0,65.5,60.83
Diesel,47.85,61.55,55.46
Diesel Plus,52.85,69.0,65.17
Kerosene,65.64,77.95,#N/A
