Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),63.25,88.15,75.15
Gasoline (RON95),61.00,81.75,71.15
Gasoline (RON91),60.00,77.55,65.5
Diesel,60.00,71.54,64.75
Diesel Plus,66.75,84.60,75.7
Kerosene,78.75,91.09,80.36
