Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),63.05,78.35,#N/A
Gasoline (RON95),59.0,74.06,66.66
Gasoline (RON91),58.0,73.49,65.53
Diesel,60.0,73.4,67.5
Diesel Plus,65.1,77.6,69.15
Kerosene,74.8,83.74,#N/A
