Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),58.9,77.45,71.68
Gasoline (RON95),55.6,72.95,65.49
Gasoline (RON91),55.5,71.35,64.51
Diesel,54.0,67.35,59.8
Diesel Plus,58.9,71.85,62.78
Kerosene,70.1,80.25,#N/A
