Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),61.25,77.6,75.38
Gasoline (RON95),57.0,73.31,65.63
Gasoline (RON91),56.0,72.15,64.52
Diesel,57.1,73.4,64.27
Diesel Plus,63.15,74.15,66.35
Kerosene,72.7,82.85,#N/A
