Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),57.7,76.85,70.75
Gasoline (RON95),53.0,72.35,62.36
Gasoline (RON91),52.0,66.59,61.56
Diesel,47.55,57.78,53.37
Diesel Plus,52.95,66.9,59.87
Kerosene,64.19,76.8,#N/A
