Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),61.15,82.25,76.57
Gasoline (RON95),57.55,77.75,66.84
Gasoline (RON91),57.09,69.95,64.84
Diesel,57.6,68.95,63.39
Diesel Plus,62.75,79.05,67.21
Kerosene,74.04,86.1,#N/A
