Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),55.9,74.95,69.45
Gasoline (RON95),53.0,70.45,61.32
Gasoline (RON91),52.0,64.71,59.28
Diesel,46.95,58.9,52.93
Diesel Plus,52.25,66.3,56.93
Kerosene,65.45,77.25,#N/A
