Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),55.8,74.6,65.2
Gasoline (RON95),53.0,70.1,62.1
Gasoline (RON91),52.0,64.95,57.94
Diesel,46.95,57.5,52.08
Diesel Plus,50.85,64.9,55.53
Kerosene,64.25,76.05,#N/A
