Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),54.4,76.1,70.72
Gasoline (RON95),53.4,74.65,62.95
Gasoline (RON91),52.9,73.65,61.74
Diesel,50.84,65.05,57.58
Diesel Plus,55.55,77.65,61.88
Kerosene,70.3,82.95,#N/A
