Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),53.6,75.8,66.68
Gasoline (RON95),52.6,74.65,62.92
Gasoline (RON91),52.1,73.65,61.76
Diesel,51.14,65.15,57.67
Diesel Plus,55.65,73.74,61.95
Kerosene,70.3,82.1,#N/A
