Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),59.2,78.3,72.95
Gasoline (RON95),56.0,73.8,67.75
Gasoline (RON91),55.0,69.3,63.85
Diesel,51.4,61.5,55.94
Diesel Plus,54.85,68.9,60.9
Kerosene,67.55,79.45,#N/A
