City,Product,Min Price,Max Price,Common Price
Cities,NATIONAL CAPITAL REGION,#N/A,#N/A,#N/A
Caloocan City,RON 100,52.30,52.30,#N/A
Caloocan City,RON 97,52.35,55.65,#N/A
Caloocan City,RON 95,45.92,54.02,54.02
Caloocan City,RON 91,44.57,53.03,53.03
Caloocan City,DIESEL,37.65,42.02,41.68
Caloocan City,DIESEL PLUS,41.43,44.18,#N/A
Caloocan City,KEROSENE,42.12,43.94,#N/A
Quezon City,RON 100,46.35,55.19,#N/A
Quezon City,RON 97,48.21,55.19,#N/A
Quezon City,RON 95,42.40,54.31,53.19
Quezon City,RON 91,41.90,53.09,51.04
Quezon City,DIESEL,36.10,42.96,36.60
Quezon City,DIESEL PLUS,38.60,45.36,#N/A
Quezon City,KEROSENE,43.77,49.90,#N/A
Manila,RON 100,50.70,54.81,#N/A
Manila,RON 97,46.75,52.20,52.20
Manila,RON 95,48.70,54.60,49.87
Manila,RON 91,44.52,53.52,48.75
Manila,DIESEL,37.53,42.28,40.73
Manila,DIESEL PLUS,42.07,44.28,42.73
Manila,KEROSENE,42.58,46.16,#N/A
Pasig City,RON 100,51.75,54.84,#N/A
Pasig City,RON 97,49.12,54.21,#N/A
Pasig City,RON 95,43.85,53.13,#N/A
Pasig City,RON 91,43.10,52.84,49.38
Pasig City,DIESEL,36.30,41.47,41.47
Pasig City,DIESEL PLUS,40.15,43.47,#N/A
Pasig City,KEROSENE,43.66,43.66,#N/A
Taguig Cty,RON 100,54.14,54.39,#N/A
Taguig Cty,RON 97,53.79,55.54,#N/A
Taguig Cty,RON 95,48.50,54.66,#N/A
Taguig Cty,RON 91,47.70,53.33,#N/A
Taguig Cty,DIESEL,37.49,42.82,#N/A
Taguig Cty,DIESEL PLUS,41.68,44.16,#N/A
Taguig Cty,KEROSENE,49.11,50.90,#N/A
