City,Product,Min Price,Max Price,Common Price
Caloocan City,RON 100,#N/A,#N/A,#N/A
Caloocan City,RON 97,40.97,43.78,#N/A
Caloocan City,RON 95,34.17,42.28,42.28
Caloocan City,RON 91,32.82,41.28,41.28
Caloocan City,DIESEL,26.80,32.87,32.33
Caloocan City,DIESEL PLUS,30.93,35.33,#N/A
Caloocan City,KEROSENE,29.44,32.66,#N/A
Quezon City,RON 100,35.72,44.05,#N/A
Quezon City,RON 97,34.30,43.20,#N/A
Quezon City,RON 95,31.52,43.26,#N/A
Quezon City,RON 91,31.02,42.21,#N/A
Quezon City,DIESEL,26.60,33.12,#N/A
Quezon City,DIESEL PLUS,30.93,34.52,#N/A
Quezon City,KEROSENE,29.84,37.37,#N/A
Manila,RON 100,40.07,44.18,#N/A
Manila,RON 97,37.37,41.27,39.87
Manila,RON 95,37.82,45.27,38.87
Manila,RON 91,34.67,43.77,37.37
Manila,DIESEL,28.68,35.08,31.03
Manila,DIESEL PLUS,33.38,39.18,33.38
Manila,KEROSENE,28.93,31.60,#N/A
Pasig City,RON 100,41.12,44.26,#N/A
Pasig City,RON 97,36.00,42.66,#N/A
Pasig City,RON 95,33.85,42.76,#N/A
Pasig City,RON 91,32.50,42.00,#N/A
Pasig City,DIESEL,27.45,33.42,#N/A
Pasig City,DIESEL PLUS,30.83,35.42,32.48
Pasig City,KEROSENE,30.98,32.62,#N/A
Taguig Cty,RON 100,42.95,43.76,#N/A
Taguig Cty,RON 97,43.14,43.16,43.16
Taguig Cty,RON 95,36.65,43.26,41.16
Taguig Cty,RON 91,35.65,41.26,#N/A
Taguig Cty,DIESEL,28.50,34.42,#N/A
Taguig Cty,DIESEL PLUS,33.17,34.97,#N/A
Taguig Cty,KEROSENE,36.64,40.65,#N/A
