City,Product,Min Price,Max Price,Common Price
Cities,NATIONAL CAPITAL REGION,#N/A,#N/A,#N/A
Caloocan City,RON 100,52.65,52.65,#N/A
Caloocan City,RON 97,52.70,56.00,#N/A
Caloocan City,RON 95,46.27,54.37,54.37
Caloocan City,RON 91,44.92,53.38,53.38
Caloocan City,DIESEL,37.15,49.75,41.18
Caloocan City,DIESEL PLUS,40.93,43.68,#N/A
Caloocan City,KEROSENE,42.09,45.31,#N/A
Quezon City,RON 100,47.82,56.14,#N/A
Quezon City,RON 97,48.40,56.40,#N/A
Quezon City,RON 95,43.87,55.61,50.36
Quezon City,RON 91,43.37,54.56,49.47
Quezon City,DIESEL,36.05,42.22,36.95
Quezon City,DIESEL PLUS,38.10,44.13,#N/A
Quezon City,KEROSENE,42.49,49.87,#N/A
Manila,RON 100,51.05,55.16,#N/A
Manila,RON 97,49.72,53.67,#N/A
Manila,RON 95,48.20,55.40,50.22
Manila,RON 91,46.85,53.40,50.22
Manila,DIESEL,37.78,41.90,39.57
Manila,DIESEL PLUS,41.57,43.78,42.23
Manila,KEROSENE,41.43,44.10,#N/A
Pasig City,RON 100,55.38,56.36,#N/A
Pasig City,RON 97,53.64,53.64,#N/A
Pasig City,RON 95,45.32,53.86,#N/A
Pasig City,RON 91,44.57,52.93,#N/A
Pasig City,DIESEL,35.90,40.97,#N/A
Pasig City,DIESEL PLUS,39.93,42.79,#N/A
Pasig City,KEROSENE,45.12,45.12,#N/A
Taguig Cty,RON 100,54.74,55.86,#N/A
Taguig Cty,RON 97,55.26,55.90,#N/A
Taguig Cty,RON 95,47.70,54.88,53.86
Taguig Cty,RON 91,46.70,52.51,51.86
Taguig Cty,DIESEL,36.75,42.32,40.14
Taguig Cty,DIESEL PLUS,41.18,43.66,42.14
Taguig Cty,KEROSENE,49.14,51.00,#N/A
