City,Product,Min Price,Max Price,Common Price
Cities,NATIONAL CAPITAL REGION,#N/A,#N/A,#N/A
Caloocan City,RON 100,52.32,52.32,#N/A
Caloocan City,RON 97,48.91,54.75,#N/A
Caloocan City,RON 95,42.90,53.21,51.88
Caloocan City,RON 91,43.32,51.96,50.88
Caloocan City,DIESEL,30.00,39.97,#N/A
Caloocan City,DIESEL PLUS,37.70,41.65,#N/A
Caloocan City,KEROSENE,34.24,36.20,#N/A
Quezon City,RON 100,42.70,54.70,#N/A
Quezon City,RON 97,43.55,55.02,#N/A
Quezon City,RON 95,40.70,52.98,#N/A
Quezon City,RON 91,39.70,51.66,#N/A
Quezon City,DIESEL,31.10,39.69,#N/A
Quezon City,DIESEL PLUS,35.05,41.77,#N/A
Quezon City,KEROSENE,34.64,42.22,#N/A
Manila,RON 100,46.25,54.83,#N/A
Manila,RON 97,45.20,53.09,50.84
Manila,RON 95,42.20,52.83,48.80
Manila,RON 91,41.70,51.31,48.77
Manila,DIESEL,31.00,40.53,38.05
Manila,DIESEL PLUS,39.73,42.53,40.40
Manila,KEROSENE,35.61,39.33,#N/A
Pasig City,RON 100,51.42,54.91,#N/A
Pasig City,RON 97,48.34,53.50,#N/A
Pasig City,RON 95,42.62,52.41,#N/A
Pasig City,RON 91,41.87,51.48,#N/A
Pasig City,DIESEL,32.00,40.27,36.63
Pasig City,DIESEL PLUS,37.25,41.57,#N/A
Pasig City,KEROSENE,35.78,37.87,#N/A
Taguig Cty,RON 100,53.60,54.41,#N/A
Taguig Cty,RON 97,52.56,54.08,#N/A
Taguig Cty,RON 95,45.75,52.41,51.84
Taguig Cty,RON 91,44.55,50.56,#N/A
Taguig Cty,DIESEL,33.05,39.39,#N/A
Taguig Cty,DIESEL PLUS,39.32,41.38,#N/A
Taguig Cty,KEROSENE,43.84,46.80,#N/A
