City,Product,Min Price,Max Price,Common Price
Cities,NATIONAL CAPITAL REGION,#N/A,#N/A,#N/A
Caloocan City,RON 100,51.77,51.77,#N/A
Caloocan City,RON 97,49.93,53.88,#N/A
Caloocan City,RON 95,40.65,52.38,52.35
Caloocan City,RON 91,39.65,51.38,51.35
Caloocan City,DIESEL,29.00,35.45,34.98
Caloocan City,DIESEL PLUS,33.45,37.93,#N/A
Caloocan City,KEROSENE,32.79,34.75,#N/A
Quezon City,RON 100,42.15,54.15,#N/A
Quezon City,RON 97,47.50,50.50,#N/A
Quezon City,RON 95,39.50,53.30,#N/A
Quezon City,RON 91,38.50,51.50,47.00
Quezon City,DIESEL,27.58,35.55,#N/A
Quezon City,DIESEL PLUS,31.50,36.73,#N/A
Quezon City,KEROSENE,33.19,40.82,#N/A
Manila,RON 100,45.70,50.35,#N/A
Manila,RON 97,46.20,52.47,49.50
Manila,RON 95,41.40,50.47,48.35
Manila,RON 91,40.90,49.46,47.00
Manila,DIESEL,29.00,35.78,34.90
Manila,DIESEL PLUS,34.95,37.88,34.95
Manila,KEROSENE,33.97,37.35,#N/A
Pasig City,RON 100,50.87,52.86,#N/A
Pasig City,RON 97,51.27,51.27,#N/A
Pasig City,RON 95,41.15,51.01,41.15
Pasig City,RON 91,40.40,50.30,48.17
Pasig City,DIESEL,29.10,35.00,#N/A
Pasig City,DIESEL PLUS,34.45,36.82,#N/A
Pasig City,KEROSENE,34.33,36.47,#N/A
Taguig Cty,RON 100,53.05,53.27,#N/A
Taguig Cty,RON 97,52.77,53.56,#N/A
Taguig Cty,RON 95,44.10,53.13,51.27
Taguig Cty,RON 91,43.00,50.96,49.27
Taguig Cty,DIESEL,28.80,37.59,34.46
Taguig Cty,DIESEL PLUS,35.73,36.79,36.46
Taguig Cty,KEROSENE,42.44,45.35,#N/A
