City,Product,Min Price,Max Price,Common Price
Cities,NATIONAL CAPITAL REGION,#N/A,#N/A,#N/A
Caloocan City,RON 100,50.05,50.05,#N/A
Caloocan City,RON 97,50.22,53.70,#N/A
Caloocan City,RON 95,43.67,51.70,51.70
Caloocan City,RON 91,42.32,50.70,50.70
Caloocan City,DIESEL,32.80,38.83,38.63
Caloocan City,DIESEL PLUS,37.43,41.33,#N/A
Caloocan City,KEROSENE,39.39,42.61,#N/A
Quezon City,RON 100,45.22,53.80,#N/A
Quezon City,RON 97,44.05,53.80,#N/A
Quezon City,RON 95,41.27,53.01,47.76
Quezon City,RON 91,40.77,51.96,46.87
Quezon City,DIESEL,33.35,40.11,37.88
Quezon City,DIESEL PLUS,37.43,42.11,#N/A
Quezon City,KEROSENE,39.79,47.17,#N/A
Manila,RON 100,49.57,52.56,#N/A
Manila,RON 97,49.37,50.77,#N/A
Manila,RON 95,44.80,52.80,48.77
Manila,RON 91,42.27,50.80,47.62
Manila,DIESEL,35.08,39.55,37.22
Manila,DIESEL PLUS,39.22,41.43,39.88
Manila,KEROSENE,38.73,41.40,#N/A
Pasig City,RON 100,53.08,53.76,#N/A
Pasig City,RON 97,45.75,51.04,#N/A
Pasig City,RON 95,42.72,51.26,#N/A
Pasig City,RON 91,41.97,50.33,44.90
Pasig City,DIESEL,34.30,39.10,34.50
Pasig City,DIESEL PLUS,37.58,40.44,#N/A
Pasig City,KEROSENE,42.42,42.42,#N/A
Taguig Cty,RON 100,53.01,53.26,53.26
Taguig Cty,RON 97,52.66,53.30,#N/A
Taguig Cty,RON 95,44.75,53.01,51.26
Taguig Cty,RON 91,43.75,51.01,49.26
Taguig Cty,DIESEL,34.10,41.17,#N/A
Taguig Cty,DIESEL PLUS,38.83,41.47,#N/A
Taguig Cty,KEROSENE,46.44,50.00,#N/A
