City,Product,Min Price,Max Price,Common Price
Cities,NATIONAL CAPITAL REGION,#N/A,#N/A,#N/A
Caloocan City,RON 100,#N/A,#N/A,#N/A
Caloocan City,RON 97,49.08,49.38,#N/A
Caloocan City,RON 95,40.05,52.93,52.93
Caloocan City,RON 91,39.05,52.43,52.43
Caloocan City,DIESEL,32.36,39.04,39.04
Caloocan City,DIESEL PLUS,34.95,39.80,#N/A
Caloocan City,KEROSENE,38.14,39.38,#N/A
Quezon City,RON 100,44.70,54.32,#N/A
Quezon City,RON 97,48.48,53.20,#N/A
Quezon City,RON 95,35.80,52.57,42.70
Quezon City,RON 91,35.25,51.82,41.70
Quezon City,DIESEL,29.35,38.95,32.70
Quezon City,DIESEL PLUS,34.70,40.95,#N/A
Quezon City,KEROSENE,38.54,46.17,#N/A
Manila,RON 100,46.00,49.30,#N/A
Manila,RON 97,47.30,53.67,53.67
Manila,RON 95,42.55,51.67,44.45
Manila,RON 91,42.05,49.80,46.55
Manila,DIESEL,31.55,38.01,36.95
Manila,DIESEL PLUS,34.50,40.01,40.01
Manila,KEROSENE,39.36,40.99,#N/A
Pasig City,RON 100,51.65,53.52,#N/A
Pasig City,RON 97,53.65,53.65,53.65
Pasig City,RON 95,41.25,51.96,51.52
Pasig City,RON 91,40.50,51.15,50.82
Pasig City,DIESEL,32.55,37.98,35.70
Pasig City,DIESEL PLUS,37.70,39.98,39.98
Pasig City,KEROSENE,41.72,41.72,#N/A
Taguig Cty,RON 100,44.45,55.42,#N/A
Taguig Cty,RON 97,53.28,56.21,53.28
Taguig Cty,RON 95,42.45,53.46,51.28
Taguig Cty,RON 91,41.45,54.21,49.78
Taguig Cty,DIESEL,32.36,41.57,37.39
Taguig Cty,DIESEL PLUS,36.60,40.66,39.39
Taguig Cty,KEROSENE,47.84,50.70,#N/A
