City,Product,Min Price,Max Price,Common Price
Cities,NATIONAL CAPITAL REGION,#N/A,#N/A,#N/A
Caloocan City,RON 100,53.90,53.90,#N/A
Caloocan City,RON 97,53.95,57.25,#N/A
Caloocan City,RON 95,47.25,55.93,54.50
Caloocan City,RON 91,46.17,55.08,53.51
Caloocan City,DIESEL,39.80,44.02,42.00
Caloocan City,DIESEL PLUS,41.75,45.52,#N/A
Caloocan City,KEROSENE,44.57,46.39,#N/A
Quezon City,RON 100,47.95,56.79,#N/A
Quezon City,RON 97,49.81,56.79,#N/A
Quezon City,RON 95,44.00,56.89,52.20
Quezon City,RON 91,43.50,55.74,#N/A
Quezon City,DIESEL,38.20,45.36,38.60
Quezon City,DIESEL PLUS,40.60,45.68,#N/A
Quezon City,KEROSENE,44.91,49.60,#N/A
Manila,RON 100,53.10,56.41,#N/A
Manila,RON 97,50.22,53.80,53.80
Manila,RON 95,49.55,56.20,52.92
Manila,RON 91,45.00,55.21,50.35
Manila,DIESEL,37.85,45.44,42.73
Manila,DIESEL PLUS,44.35,46.28,44.73
Manila,KEROSENE,45.03,48.61,#N/A
Pasig City,RON 100,53.35,56.49,#N/A
Pasig City,RON 97,48.75,55.81,#N/A
Pasig City,RON 95,45.45,53.99,51.35
Pasig City,RON 91,44.70,54.08,50.65
Pasig City,DIESEL,38.05,43.47,40.15
Pasig City,DIESEL PLUS,42.15,45.47,#N/A
Pasig City,KEROSENE,46.11,46.11,#N/A
Taguig Cty,RON 100,55.74,55.99,55.99
Taguig Cty,RON 97,55.39,57.14,#N/A
Taguig Cty,RON 95,49.60,56.26,53.99
Taguig Cty,RON 91,48.40,54.93,51.99
Taguig Cty,DIESEL,39.60,44.16,42.64
Taguig Cty,DIESEL PLUS,43.68,46.16,44.64
Taguig Cty,KEROSENE,51.00,51.56,#N/A
