City,Product,Min Price,Max Price,Common Price
Cities,NATIONAL CAPITAL REGION,#N/A,#N/A,#N/A
Caloocan City,RON 100,#N/A,#N/A,#N/A
Caloocan City,RON 97,49.51,55.35,#N/A
Caloocan City,RON 95,43.95,53.63,52.98
Caloocan City,RON 91,43.50,52.53,51.98
Caloocan City,DIESEL,30.00,39.20,38.73
Caloocan City,DIESEL PLUS,37.95,41.73,#N/A
Caloocan City,KEROSENE,34.94,36.90,#N/A
Quezon City,RON 100,43.30,55.30,#N/A
Quezon City,RON 97,44.15,52.19,#N/A
Quezon City,RON 95,41.30,54.45,48.55
Quezon City,RON 91,40.30,52.55,40.30
Quezon City,DIESEL,31.80,39.30,#N/A
Quezon City,DIESEL PLUS,35.30,41.02,#N/A
Quezon City,KEROSENE,35.19,42.92,#N/A
Manila,RON 100,46.85,55.43,#N/A
Manila,RON 97,45.80,55.59,#N/A
Manila,RON 95,42.55,52.91,#N/A
Manila,RON 91,42.05,51.91,49.37
Manila,DIESEL,31.55,40.78,#N/A
Manila,DIESEL PLUS,39.87,42.78,#N/A
Manila,KEROSENE,36.12,40.03,#N/A
Pasig City,RON 100,52.02,55.51,#N/A
Pasig City,RON 97,48.24,54.18,#N/A
Pasig City,RON 95,43.20,52.83,#N/A
Pasig City,RON 91,42.45,52.08,#N/A
Pasig City,DIESEL,32.20,39.82,#N/A
Pasig City,DIESEL PLUS,37.50,41.82,#N/A
Pasig City,KEROSENE,36.48,36.48,#N/A
Taguig Cty,RON 100,54.20,54.42,#N/A
Taguig Cty,RON 97,53.16,54.68,#N/A
Taguig Cty,RON 95,46.15,52.73,52.42
Taguig Cty,RON 91,45.20,51.40,50.42
Taguig Cty,DIESEL,33.60,39.64,38.26
Taguig Cty,DIESEL PLUS,39.48,41.63,#N/A
Taguig Cty,KEROSENE,44.54,47.65,#N/A
