City,Product,Min Price,Max Price,Common Price
Cities,NATIONAL CAPITAL REGION,#N/A,#N/A,#N/A
Caloocan City,RON 100,#N/A,#N/A,#N/A
Caloocan City,RON 97,49.79,55.60,#N/A
Caloocan City,RON 95,43.95,53.88,53.23
Caloocan City,RON 91,43.50,52.88,44.65
Caloocan City,DIESEL,30.25,39.67,39.03
Caloocan City,DIESEL PLUS,38.25,42.03,#N/A
Caloocan City,KEROSENE,35.09,37.05,#N/A
Quezon City,RON 100,43.55,55.55,#N/A
Quezon City,RON 97,44.40,55.55,#N/A
Quezon City,RON 95,41.55,54.70,41.55
Quezon City,RON 91,40.55,52.90,40.55
Quezon City,DIESEL,31.35,39.60,39.22
Quezon City,DIESEL PLUS,35.60,41.32,41.22
Quezon City,KEROSENE,35.79,43.07,#N/A
Manila,RON 100,47.10,55.68,#N/A
Manila,RON 97,46.05,55.84,#N/A
Manila,RON 95,42.40,53.68,#N/A
Manila,RON 91,42.00,52.16,48.05
Manila,DIESEL,31.25,41.08,#N/A
Manila,DIESEL PLUS,39.45,43.08,#N/A
Manila,KEROSENE,36.46,40.18,#N/A
Pasig City,RON 100,52.27,55.76,#N/A
Pasig City,RON 97,53.67,54.43,#N/A
Pasig City,RON 95,43.32,53.26,#N/A
Pasig City,RON 91,42.57,52.33,#N/A
Pasig City,DIESEL,32.50,40.12,#N/A
Pasig City,DIESEL PLUS,37.80,42.12,#N/A
Pasig City,KEROSENE,36.63,38.57,#N/A
Taguig Cty,RON 100,54.45,55.26,#N/A
Taguig Cty,RON 97,53.41,54.93,#N/A
Taguig Cty,RON 95,46.15,53.26,52.69
Taguig Cty,RON 91,45.35,51.41,#N/A
Taguig Cty,DIESEL,33.55,39.94,#N/A
Taguig Cty,DIESEL PLUS,39.87,41.93,#N/A
Taguig Cty,KEROSENE,37.05,47.40,#N/A
