City,Product,Min Price,Max Price,Common Price
Caloocan City,RON 100,55.15,55.15,#N/A
Caloocan City,RON 97,57.38,58.50,#N/A
Caloocan City,RON 95,47.65,57.18,55.65
Caloocan City,RON 91,46.30,56.33,54.61
Caloocan City,DIESEL,41.65,45.49,44.15
Caloocan City,DIESEL PLUS,43.65,46.40,#N/A
Caloocan City,KEROSENE,46.57,48.39,#N/A
Quezon City,RON 100,49.20,58.04,#N/A
Quezon City,RON 97,51.06,59.25,#N/A
Quezon City,RON 95,46.40,56.14,51.74
Quezon City,RON 91,45.65,57.33,50.79
Quezon City,DIESEL,40.20,45.68,40.50
Quezon City,DIESEL PLUS,42.50,47.68,#N/A
Quezon City,KEROSENE,46.91,51.29,#N/A
Manila,RON 100,53.55,57.66,#N/A
Manila,RON 97,50.40,56.74,56.74
Manila,RON 95,50.70,57.45,54.74
Manila,RON 91,49.35,56.37,51.60
Manila,DIESEL,40.20,45.95,44.50
Manila,DIESEL PLUS,45.97,47.95,47.55
Manila,KEROSENE,47.03,52.03,#N/A
Pasig City,RON 100,54.60,57.74,#N/A
Pasig City,RON 97,50.58,50.58,#N/A
Pasig City,RON 95,48.85,55.24,52.60
Pasig City,RON 91,48.30,54.31,51.90
Pasig City,DIESEL,40.65,44.84,42.05
Pasig City,DIESEL PLUS,42.65,46.84,44.05
Pasig City,KEROSENE,48.11,48.20,#N/A
Taguig Cty,RON 100,56.99,57.24,57.24
Taguig Cty,RON 97,58.39,58.39,#N/A
Taguig Cty,RON 95,50.80,57.04,55.24
Taguig Cty,RON 91,50.00,55.06,53.24
Taguig Cty,DIESEL,40.65,46.24,44.54
Taguig Cty,DIESEL PLUS,45.58,46.54,46.54
Taguig Cty,KEROSENE,52.75,53.51,#N/A
