Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),44.85,54.18,51.31
Gasoline (RON95),40.05,53.6,48.05
Gasoline (RON91),39.05,51.86,46.95
Diesel,27.78,37.64,33.94
Diesel Plus,31.45,37.98,35.6
Kerosene,33.44,46.0,#N/A
