Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),41.6,53.51,50.96
Gasoline (RON95),40.0,53.25,47.98
Gasoline (RON91),39.0,51.51,45.95
Diesel,28.75,37.27,33.56
Diesel Plus,31.9,37.76,36.05
Kerosene,34.04,46.6,#N/A
