Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),44.75,54.08,50.45
Gasoline (RON95),39.95,53.5,48.28
Gasoline (RON91),38.95,51.76,48.96
Diesel,27.78,37.64,33.75
Diesel Plus,31.45,37.98,35.51
Kerosene,33.24,45.8,#N/A
