Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),35.75,47.75,45.14
Gasoline (RON95),35.62,47.06,42.35
Gasoline (RON91),34.4,46.21,42.84
Diesel,23.55,33.27,30.13
Diesel Plus,29.78,36.98,33.45
Kerosene,28.23,38.34,#N/A
