Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),44.05,53.8,#N/A
Gasoline (RON95),41.27,53.01,49.87
Gasoline (RON91),40.77,51.96,47.87
Diesel,32.8,41.17,37.06
Diesel Plus,37.43,42.11,39.88
Kerosene,38.73,50.0,#N/A
